,gameId,blueWins,wardsPlaced,wardsDestroyed,kills,deaths,assists,eliteMonsters,dragonsTaken,heraldsTaken,towersLost,totalGold,avgLevel,totalExperience,totalMinionsKilled,totalJungleMinionsKilled,goldDiff,experienceDiff,csPerMin,goldPerMin,losingTeamWardsPlaced,losingTeamWardsDestroyed,losingTeamFirstBlood,redKills,redDeaths,losingTeamAssits,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,losingTeamTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,losingTeamGoldPerMin,blueKills,blueDeaths,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,redFirstBlood,teamWon
1094,4518121833,1,13,2,7,12,5,1,1,0,0,16544,6.8,17779,194,56,-3011,-1199,19.4,1654.4,16,0,0.0,12.0,7.0,20,0.0,0.0,0.0,0.0,19555.0,7.0,18978.0,222.0,36,3011.0,1199.0,22.2,1955.5,,,,,,,,,,,,,,,blue
1095,4515904262,1,17,1,8,7,7,0,0,0,0,17908,7.2,19202,229,54,653,430,22.9,1790.8,12,2,1.0,7.0,8.0,9,1.0,1.0,0.0,0.0,17255.0,7.2,18772.0,247.0,46,-653.0,-430.0,24.7,1725.5,,,,,,,,,,,,,,,blue
1097,4509108829,1,16,2,9,7,9,0,0,0,0,17668,7.2,18804,230,55,1024,750,23.0,1766.8,11,4,0.0,7.0,9.0,5,0.0,0.0,0.0,0.0,16644.0,7.2,18054.0,226.0,48,-1024.0,-750.0,22.6,1664.4,,,,,,,,,,,,,,,blue
1099,4483110650,1,16,2,6,6,5,0,0,0,0,16448,6.8,17691,207,59,442,541,20.7,1644.8,18,1,1.0,6.0,6.0,3,0.0,0.0,0.0,0.0,16006.0,6.8,17150.0,221.0,52,-442.0,-541.0,22.1,1600.6,,,,,,,,,,,,,,,blue
1100,4523035585,1,25,3,5,7,2,0,0,0,0,14877,7.0,17258,205,44,-1550,-1018,20.5,1487.7,15,0,1.0,7.0,5.0,8,0.0,0.0,0.0,0.0,16427.0,7.0,18276.0,211.0,55,1550.0,1018.0,21.1,1642.7,,,,,,,,,,,,,,,blue
1101,4509064121,1,45,0,13,1,18,0,0,0,0,18917,7.6,19563,226,48,4611,3311,22.6,1891.7,84,0,0.0,1.0,13.0,1,0.0,0.0,0.0,0.0,14306.0,6.6,16252.0,213.0,48,-4611.0,-3311.0,21.3,1430.6,,,,,,,,,,,,,,,blue
1105,4470312208,1,16,4,10,6,14,0,0,0,0,17769,7.2,18832,207,44,1417,1116,20.7,1776.9,14,4,1.0,6.0,10.0,3,1.0,1.0,0.0,0.0,16352.0,7.0,17716.0,215.0,58,-1417.0,-1116.0,21.5,1635.2,,,,,,,,,,,,,,,blue
1108,4477571512,1,15,7,8,4,12,1,1,0,0,16819,6.8,17190,199,58,1896,1069,19.9,1681.9,24,2,0.0,4.0,8.0,5,0.0,0.0,0.0,0.0,14923.0,6.6,16121.0,216.0,41,-1896.0,-1069.0,21.6,1492.3,,,,,,,,,,,,,,,blue
1110,4513532582,1,17,5,7,6,8,1,1,0,0,16846,6.8,17698,246,39,-1705,-1679,24.6,1684.6,12,3,0.0,6.0,7.0,5,1.0,0.0,1.0,2.0,18551.0,7.2,19377.0,240.0,59,1705.0,1679.0,24.0,1855.1,,,,,,,,,,,,,,,blue
1112,4516594125,1,14,3,7,3,8,1,1,0,0,16858,7.0,18658,228,40,1160,1541,22.8,1685.8,22,4,1.0,3.0,7.0,6,0.0,0.0,0.0,0.0,15698.0,6.6,17117.0,244.0,58,-1160.0,-1541.0,24.4,1569.8,,,,,,,,,,,,,,,blue
1113,4477392695,1,18,5,10,9,10,0,0,0,0,17335,6.6,16110,176,48,1287,-749,17.6,1733.5,16,3,0.0,9.0,10.0,11,1.0,1.0,0.0,0.0,16048.0,6.6,16859.0,198.0,40,-1287.0,749.0,19.8,1604.8,,,,,,,,,,,,,,,blue
1115,4447441297,1,28,18,8,4,11,0,0,0,0,17225,6.8,18183,222,57,2559,2593,22.2,1722.5,42,2,1.0,4.0,8.0,4,0.0,0.0,0.0,0.0,14666.0,6.2,15590.0,209.0,36,-2559.0,-2593.0,20.9,1466.6,,,,,,,,,,,,,,,blue
1116,4523657411,1,18,1,6,4,4,0,0,0,0,16948,7.0,18271,252,60,2346,1424,25.2,1694.8,14,4,1.0,4.0,6.0,1,1.0,1.0,0.0,0.0,14602.0,6.4,16847.0,211.0,51,-2346.0,-1424.0,21.1,1460.2,,,,,,,,,,,,,,,blue
1118,4523591734,1,37,3,5,9,5,0,0,0,0,15440,6.4,15725,180,43,-1729,118,18.0,1544.0,17,2,1.0,9.0,5.0,8,0.0,0.0,0.0,0.0,17169.0,6.4,15607.0,185.0,44,1729.0,-118.0,18.5,1716.9,,,,,,,,,,,,,,,blue
1120,4524924160,1,17,2,5,4,3,1,1,0,0,16315,7.0,18479,256,44,763,1243,25.6,1631.5,14,3,0.0,4.0,5.0,3,0.0,0.0,0.0,0.0,15552.0,6.8,17236.0,218.0,52,-763.0,-1243.0,21.8,1555.2,,,,,,,,,,,,,,,blue
1121,4448119077,1,56,3,9,4,16,1,1,0,0,17326,6.8,18168,188,58,1209,574,18.8,1732.6,18,3,0.0,4.0,9.0,5,0.0,0.0,0.0,0.0,16117.0,6.8,17594.0,231.0,33,-1209.0,-574.0,23.1,1611.7,,,,,,,,,,,,,,,blue
1123,4514750583,1,13,1,6,2,4,0,0,0,0,16853,6.8,18346,234,44,2097,1569,23.4,1685.3,106,2,0.0,2.0,6.0,1,0.0,0.0,0.0,0.0,14756.0,6.6,16777.0,228.0,50,-2097.0,-1569.0,22.8,1475.6,,,,,,,,,,,,,,,blue
1124,4497828297,1,15,2,9,3,8,1,1,0,0,17556,7.4,19338,211,52,2201,1421,21.1,1755.6,34,1,0.0,3.0,9.0,3,0.0,0.0,0.0,0.0,15355.0,7.0,17917.0,227.0,49,-2201.0,-1421.0,22.7,1535.5,,,,,,,,,,,,,,,blue
1127,4457833778,1,17,1,5,6,5,0,0,0,0,16781,6.8,18303,222,48,679,1400,22.2,1678.1,17,0,0.0,6.0,5.0,6,1.0,1.0,0.0,0.0,16102.0,6.6,16903.0,192.0,57,-679.0,-1400.0,19.2,1610.2,,,,,,,,,,,,,,,blue
1130,4512918864,1,16,1,7,9,5,0,0,0,0,16862,6.8,18123,206,44,-542,-254,20.6,1686.2,15,3,1.0,9.0,7.0,8,2.0,1.0,1.0,0.0,17404.0,7.2,18377.0,222.0,41,542.0,254.0,22.2,1740.4,,,,,,,,,,,,,,,blue
1131,4456463104,1,21,6,4,3,5,2,1,1,0,17003,6.8,18427,239,64,1634,546,23.9,1700.3,22,7,0.0,3.0,4.0,4,0.0,0.0,0.0,0.0,15369.0,7.0,17881.0,261.0,29,-1634.0,-546.0,26.1,1536.9,,,,,,,,,,,,,,,blue
1134,4477326347,1,24,1,4,3,3,1,0,1,0,16422,6.8,18048,242,54,1571,560,24.2,1642.2,16,2,0.0,3.0,4.0,3,1.0,1.0,0.0,0.0,14851.0,7.0,17488.0,211.0,56,-1571.0,-560.0,21.1,1485.1,,,,,,,,,,,,,,,blue
1135,4467752796,1,16,2,13,5,10,1,0,1,0,18337,7.2,18978,194,43,3211,3640,19.4,1833.7,16,0,0.0,5.0,13.0,6,0.0,0.0,0.0,0.0,15126.0,6.4,15338.0,182.0,32,-3211.0,-3640.0,18.2,1512.6,,,,,,,,,,,,,,,blue
1136,4524232031,1,36,2,6,10,6,1,1,0,0,15385,6.6,16039,210,48,-3134,-2772,21.0,1538.5,17,2,0.0,10.0,6.0,8,0.0,0.0,0.0,0.0,18519.0,7.0,18811.0,232.0,47,3134.0,2772.0,23.2,1851.9,,,,,,,,,,,,,,,blue
1138,4463289443,1,17,5,8,4,10,0,0,0,0,18326,7.2,19015,239,51,3517,2356,23.9,1832.6,19,6,0.0,4.0,8.0,4,1.0,0.0,1.0,0.0,14809.0,6.6,16659.0,203.0,24,-3517.0,-2356.0,20.3,1480.9,,,,,,,,,,,,,,,blue
1141,4511755420,1,15,2,3,4,4,0,0,0,0,14205,6.6,16546,203,40,-1115,178,20.3,1420.5,18,2,1.0,4.0,3.0,4,1.0,1.0,0.0,0.0,15320.0,6.6,16368.0,192.0,52,1115.0,-178.0,19.2,1532.0,,,,,,,,,,,,,,,blue
1143,4471503799,1,52,2,13,5,16,0,0,0,1,20862,7.0,18335,232,39,6423,3767,23.2,2086.2,15,1,0.0,5.0,13.0,8,0.0,0.0,0.0,0.0,14439.0,6.2,14568.0,148.0,45,-6423.0,-3767.0,14.8,1443.9,,,,,,,,,,,,,,,blue
1146,4492336087,1,35,0,3,6,4,1,1,0,0,14798,6.8,16659,179,54,-2402,-1757,17.9,1479.8,14,0,1.0,6.0,3.0,7,0.0,0.0,0.0,0.0,17200.0,6.8,18416.0,227.0,52,2402.0,1757.0,22.7,1720.0,,,,,,,,,,,,,,,blue
1148,4524325797,1,17,1,5,2,2,0,0,0,0,16655,7.2,19541,238,59,2089,1675,23.8,1665.5,12,3,1.0,2.0,5.0,3,1.0,1.0,0.0,0.0,14566.0,6.8,17866.0,224.0,57,-2089.0,-1675.0,22.4,1456.6,,,,,,,,,,,,,,,blue
1150,4512225381,1,15,3,6,7,4,2,1,1,0,15977,6.8,17653,198,60,-1397,-1549,19.8,1597.7,18,5,0.0,7.0,6.0,6,0.0,0.0,0.0,0.0,17374.0,7.2,19202.0,230.0,62,1397.0,1549.0,23.0,1737.4,,,,,,,,,,,,,,,blue
1152,4513906148,1,20,3,10,2,12,1,1,0,0,19035,7.4,19265,239,60,5465,3492,23.9,1903.5,33,1,0.0,2.0,10.0,2,0.0,0.0,0.0,0.0,13570.0,6.4,15773.0,190.0,32,-5465.0,-3492.0,19.0,1357.0,,,,,,,,,,,,,,,blue
1155,4513432258,1,14,2,8,2,9,1,0,1,0,17274,7.0,18134,233,39,3640,2348,23.3,1727.4,12,5,0.0,2.0,8.0,0,0.0,0.0,0.0,0.0,13634.0,6.4,15786.0,202.0,44,-3640.0,-2348.0,20.2,1363.4,,,,,,,,,,,,,,,blue
1156,4505960953,1,16,3,10,7,12,0,0,0,0,17839,7.0,18614,201,48,1452,689,20.1,1783.9,39,1,1.0,7.0,10.0,5,1.0,1.0,0.0,0.0,16387.0,7.2,17925.0,198.0,56,-1452.0,-689.0,19.8,1638.7,,,,,,,,,,,,,,,blue
1157,4512128800,1,14,2,6,6,11,0,0,0,0,16700,7.0,17393,218,40,1806,4,21.8,1670.0,14,1,0.0,6.0,6.0,3,1.0,1.0,0.0,0.0,14894.0,6.6,17389.0,203.0,39,-1806.0,-4.0,20.3,1489.4,,,,,,,,,,,,,,,blue
1158,4520602146,1,15,2,6,5,10,0,0,0,0,15852,6.8,17369,192,43,66,-57,19.2,1585.2,17,5,1.0,5.0,6.0,5,1.0,1.0,0.0,0.0,15786.0,6.8,17426.0,232.0,48,-66.0,57.0,23.2,1578.6,,,,,,,,,,,,,,,blue
1159,4523446704,1,17,2,4,4,4,0,0,0,0,15296,6.6,17179,221,40,-112,-812,22.1,1529.6,14,3,0.0,4.0,4.0,4,1.0,1.0,0.0,0.0,15408.0,6.8,17991.0,222.0,50,112.0,812.0,22.2,1540.8,,,,,,,,,,,,,,,blue
1160,4517498934,1,18,2,1,1,2,1,1,0,0,14426,6.8,17085,219,52,-323,-615,21.9,1442.6,18,0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,14749.0,6.6,17700.0,243.0,44,323.0,615.0,24.3,1474.9,,,,,,,,,,,,,,,blue
1161,4512991895,1,20,2,4,4,2,0,0,0,0,15856,7.0,19023,248,66,-82,745,24.8,1585.6,17,4,0.0,4.0,4.0,4,1.0,1.0,0.0,0.0,15938.0,7.0,18278.0,254.0,51,82.0,-745.0,25.4,1593.8,,,,,,,,,,,,,,,blue
1162,4511697354,1,16,3,11,6,17,0,0,0,0,17895,6.8,16640,191,38,2088,-118,19.1,1789.5,16,3,0.0,6.0,11.0,5,1.0,1.0,0.0,0.0,15807.0,6.6,16758.0,202.0,41,-2088.0,118.0,20.2,1580.7,,,,,,,,,,,,,,,blue
1164,4523847046,1,17,4,5,5,5,0,0,0,1,17333,6.8,16881,232,39,781,-1744,23.2,1733.3,18,1,0.0,5.0,5.0,4,1.0,0.0,1.0,0.0,16552.0,7.2,18625.0,234.0,52,-781.0,1744.0,23.4,1655.2,,,,,,,,,,,,,,,blue
1166,4523099371,1,15,0,6,6,6,1,1,0,0,15738,7.0,17430,206,52,-360,-708,20.6,1573.8,18,2,1.0,6.0,6.0,1,1.0,0.0,1.0,0.0,16098.0,7.0,18138.0,230.0,60,360.0,708.0,23.0,1609.8,,,,,,,,,,,,,,,blue
1176,4519218713,1,15,2,11,7,15,0,0,0,0,18894,6.8,17942,219,35,1573,-624,21.9,1889.4,13,2,1.0,7.0,11.0,7,2.0,1.0,1.0,0.0,17321.0,7.0,18566.0,220.0,76,-1573.0,624.0,22.0,1732.1,,,,,,,,,,,,,,,blue
1179,4521873427,1,14,3,8,4,8,0,0,0,0,16733,7.4,19524,193,57,479,929,19.3,1673.3,17,4,1.0,4.0,8.0,3,1.0,1.0,0.0,0.0,16254.0,7.0,18595.0,233.0,67,-479.0,-929.0,23.3,1625.4,,,,,,,,,,,,,,,blue
1180,4502515468,1,23,2,12,5,13,0,0,0,0,17307,6.4,16818,189,26,3237,2107,18.9,1730.7,14,0,0.0,5.0,12.0,4,0.0,0.0,0.0,0.0,14070.0,6.2,14711.0,158.0,33,-3237.0,-2107.0,15.8,1407.0,,,,,,,,,,,,,,,blue
1181,4522644977,1,18,5,5,4,8,1,1,0,0,15283,7.0,17676,223,48,230,-105,22.3,1528.3,16,4,1.0,4.0,5.0,5,0.0,0.0,0.0,0.0,15053.0,6.8,17781.0,212.0,52,-230.0,105.0,21.2,1505.3,,,,,,,,,,,,,,,blue
1183,4517778477,1,13,2,7,6,12,1,1,0,0,16679,7.0,17760,193,47,273,87,19.3,1667.9,12,3,0.0,6.0,7.0,9,0.0,0.0,0.0,0.0,16406.0,6.8,17673.0,215.0,48,-273.0,-87.0,21.5,1640.6,,,,,,,,,,,,,,,blue
1187,4469941685,1,13,6,4,4,2,0,0,0,0,15731,7.2,18954,250,47,-85,-632,25.0,1573.1,41,2,0.0,4.0,4.0,3,0.0,0.0,0.0,0.0,15816.0,7.2,19586.0,229.0,75,85.0,632.0,22.9,1581.6,,,,,,,,,,,,,,,blue
1189,4521383938,1,36,3,4,6,2,1,0,1,0,15862,7.2,19244,229,60,-988,470,22.9,1586.2,17,2,1.0,6.0,4.0,6,1.0,1.0,0.0,0.0,16850.0,7.0,18774.0,232.0,56,988.0,-470.0,23.2,1685.0,,,,,,,,,,,,,,,blue
1190,4488307772,1,15,1,1,4,1,2,1,1,0,14140,6.6,17249,241,48,-1481,-1506,24.1,1414.0,57,1,1.0,4.0,1.0,5,0.0,0.0,0.0,0.0,15621.0,7.0,18755.0,228.0,52,1481.0,1506.0,22.8,1562.1,,,,,,,,,,,,,,,blue
1191,4486155288,1,83,6,6,4,7,2,1,1,0,16699,7.0,18503,242,55,1109,718,24.2,1669.9,19,5,1.0,4.0,6.0,6,0.0,0.0,0.0,0.0,15590.0,6.8,17785.0,237.0,41,-1109.0,-718.0,23.7,1559.0,,,,,,,,,,,,,,,blue
1193,4455452551,1,24,5,8,10,5,0,0,0,0,17538,7.0,18073,224,41,238,840,22.4,1753.8,16,4,1.0,10.0,8.0,10,1.0,1.0,0.0,0.0,17300.0,6.8,17233.0,191.0,46,-238.0,-840.0,19.1,1730.0,,,,,,,,,,,,,,,blue
1197,4477722271,1,35,1,4,4,5,0,0,0,0,16349,7.2,18699,253,62,754,13,25.3,1634.9,13,3,1.0,4.0,4.0,3,1.0,1.0,0.0,0.0,15595.0,7.2,18686.0,243.0,55,-754.0,-13.0,24.3,1559.5,,,,,,,,,,,,,,,blue
1199,4463166329,1,16,2,7,7,7,2,1,1,0,16559,7.2,18848,235,43,-167,39,23.5,1655.9,13,3,0.0,7.0,7.0,5,0.0,0.0,0.0,0.0,16726.0,7.0,18809.0,237.0,48,167.0,-39.0,23.7,1672.6,,,,,,,,,,,,,,,blue
1200,4487524071,1,15,3,5,2,6,1,1,0,0,16513,6.8,18070,203,48,3537,2976,20.3,1651.3,18,1,0.0,2.0,5.0,2,0.0,0.0,0.0,0.0,12976.0,6.4,15094.0,186.0,36,-3537.0,-2976.0,18.6,1297.6,,,,,,,,,,,,,,,blue
1201,4511068350,1,36,1,10,3,10,1,0,1,0,19886,7.4,20060,240,67,5349,3639,24.0,1988.6,15,1,0.0,3.0,10.0,5,0.0,0.0,0.0,0.0,14537.0,6.6,16421.0,189.0,44,-5349.0,-3639.0,18.9,1453.7,,,,,,,,,,,,,,,blue
1202,4524387920,1,16,2,6,2,4,2,1,1,0,17167,7.0,19248,247,67,2793,2280,24.7,1716.7,19,3,0.0,2.0,6.0,0,0.0,0.0,0.0,0.0,14374.0,6.6,16968.0,225.0,52,-2793.0,-2280.0,22.5,1437.4,,,,,,,,,,,,,,,blue
1203,4452219290,1,52,6,5,1,9,1,1,0,0,16809,7.2,18916,241,55,2192,464,24.1,1680.9,16,4,0.0,1.0,5.0,1,0.0,0.0,0.0,0.0,14617.0,6.8,18452.0,246.0,59,-2192.0,-464.0,24.6,1461.7,,,,,,,,,,,,,,,blue
1206,4519347430,1,13,3,4,5,4,0,0,0,0,15126,6.8,17342,207,38,-568,-345,20.7,1512.6,11,4,1.0,5.0,4.0,2,0.0,0.0,0.0,0.0,15694.0,6.8,17687.0,231.0,53,568.0,345.0,23.1,1569.4,,,,,,,,,,,,,,,blue
1210,4520613300,1,23,6,3,4,5,0,0,0,0,15390,7.0,18666,245,51,-387,879,24.5,1539.0,17,5,1.0,4.0,3.0,8,0.0,0.0,0.0,0.0,15777.0,7.0,17787.0,239.0,55,387.0,-879.0,23.9,1577.7,,,,,,,,,,,,,,,blue
1211,4458509653,1,21,4,5,5,9,0,0,0,0,16766,7.0,18538,231,47,1543,828,23.1,1676.6,19,5,0.0,5.0,5.0,2,1.0,1.0,0.0,0.0,15223.0,6.8,17710.0,208.0,52,-1543.0,-828.0,20.8,1522.3,,,,,,,,,,,,,,,blue
1212,4522886351,1,19,2,6,10,6,0,0,0,0,16093,6.4,16579,181,34,-1908,-1654,18.1,1609.3,11,4,1.0,10.0,6.0,9,1.0,0.0,1.0,0.0,18001.0,7.0,18233.0,220.0,60,1908.0,1654.0,22.0,1800.1,,,,,,,,,,,,,,,blue
1213,4502492792,1,18,3,3,4,3,1,1,0,0,15575,6.6,16473,220,48,737,-691,22.0,1557.5,18,4,0.0,4.0,3.0,4,0.0,0.0,0.0,0.0,14838.0,6.6,17164.0,201.0,43,-737.0,691.0,20.1,1483.8,,,,,,,,,,,,,,,blue
1214,4423262467,1,15,2,7,5,12,0,0,0,0,16953,6.8,17147,199,65,1073,-541,19.9,1695.3,14,3,0.0,5.0,7.0,7,1.0,1.0,0.0,0.0,15880.0,7.0,17688.0,210.0,64,-1073.0,541.0,21.0,1588.0,,,,,,,,,,,,,,,blue
1216,4462298411,1,21,6,6,2,7,1,0,1,0,16836,7.2,19773,242,60,2569,2378,24.2,1683.6,41,4,0.0,2.0,6.0,1,1.0,1.0,0.0,0.0,14267.0,6.8,17395.0,228.0,45,-2569.0,-2378.0,22.8,1426.7,,,,,,,,,,,,,,,blue
1218,4520671984,1,16,6,12,6,25,1,1,0,0,19321,7.0,18437,226,42,2574,359,22.6,1932.1,15,2,0.0,6.0,12.0,9,0.0,0.0,0.0,0.0,16747.0,7.0,18078.0,228.0,56,-2574.0,-359.0,22.8,1674.7,,,,,,,,,,,,,,,blue
1220,4524773384,1,18,0,7,7,10,1,1,0,0,16585,6.8,16982,191,42,-536,-864,19.1,1658.5,17,1,1.0,7.0,7.0,9,0.0,0.0,0.0,0.0,17121.0,6.8,17846.0,234.0,52,536.0,864.0,23.4,1712.1,,,,,,,,,,,,,,,blue
1222,4521293545,1,17,1,6,2,5,1,0,1,0,17834,7.2,19145,276,44,3797,2242,27.6,1783.4,10,1,0.0,2.0,6.0,3,1.0,1.0,0.0,0.0,14037.0,6.8,16903.0,202.0,48,-3797.0,-2242.0,20.2,1403.7,,,,,,,,,,,,,,,blue
1223,4459704027,1,18,19,5,2,7,1,1,0,0,16858,7.2,18543,251,39,2407,939,25.1,1685.8,43,1,0.0,2.0,5.0,3,0.0,0.0,0.0,0.0,14451.0,6.6,17604.0,221.0,44,-2407.0,-939.0,22.1,1445.1,,,,,,,,,,,,,,,blue
1224,4521182941,1,17,2,17,9,19,0,0,0,0,20619,7.4,18696,205,43,2828,1962,20.5,2061.9,17,2,1.0,9.0,17.0,7,1.0,1.0,0.0,0.0,17791.0,6.8,16734.0,198.0,38,-2828.0,-1962.0,19.8,1779.1,,,,,,,,,,,,,,,blue
1225,4454235667,1,19,3,9,5,9,1,1,0,0,18449,7.2,19139,257,45,2334,1246,25.7,1844.9,62,3,1.0,5.0,9.0,6,0.0,0.0,0.0,0.0,16115.0,6.8,17893.0,231.0,48,-2334.0,-1246.0,23.1,1611.5,,,,,,,,,,,,,,,blue
1226,4459609583,1,20,2,7,3,9,0,0,0,0,17354,7.4,20449,224,63,2301,3412,22.4,1735.4,10,2,1.0,3.0,7.0,4,0.0,0.0,0.0,0.0,15053.0,6.6,17037.0,240.0,44,-2301.0,-3412.0,24.0,1505.3,,,,,,,,,,,,,,,blue
1228,4520047610,1,16,2,6,6,7,0,0,0,0,16138,6.8,17204,211,31,-243,418,21.1,1613.8,11,3,1.0,6.0,6.0,13,1.0,0.0,1.0,0.0,16381.0,6.6,16786.0,188.0,52,243.0,-418.0,18.8,1638.1,,,,,,,,,,,,,,,blue
1229,4520390476,1,11,3,8,2,11,1,1,0,0,17794,7.0,17983,220,56,4793,3669,22.0,1779.4,12,0,0.0,2.0,8.0,2,0.0,0.0,0.0,0.0,13001.0,5.8,14314.0,217.0,12,-4793.0,-3669.0,21.7,1300.1,,,,,,,,,,,,,,,blue
1230,4487249336,1,38,0,11,6,15,1,1,0,0,19218,7.0,19389,197,56,3248,2147,19.7,1921.8,16,2,0.0,6.0,11.0,4,0.0,0.0,0.0,0.0,15970.0,6.8,17242.0,205.0,48,-3248.0,-2147.0,20.5,1597.0,,,,,,,,,,,,,,,blue
1231,4482519172,1,52,4,10,4,15,1,1,0,0,18501,7.6,19714,230,64,2907,2700,23.0,1850.1,12,0,1.0,4.0,10.0,6,0.0,0.0,0.0,0.0,15594.0,7.0,17014.0,215.0,55,-2907.0,-2700.0,21.5,1559.4,,,,,,,,,,,,,,,blue
1233,4518118181,1,12,2,6,7,7,0,0,0,0,16119,6.6,16372,203,51,292,-206,20.3,1611.9,25,1,0.0,7.0,6.0,6,1.0,1.0,0.0,0.0,15827.0,6.6,16578.0,206.0,36,-292.0,206.0,20.6,1582.7,,,,,,,,,,,,,,,blue
1237,4505754774,1,28,6,14,6,22,0,0,0,0,19890,6.8,17275,174,46,4401,2185,17.4,1989.0,16,2,1.0,6.0,14.0,6,1.0,1.0,0.0,0.0,15489.0,6.2,15090.0,204.0,36,-4401.0,-2185.0,20.4,1548.9,,,,,,,,,,,,,,,blue
1240,4521299727,1,35,3,13,5,16,0,0,0,0,19452,7.6,20776,212,59,2593,3690,21.2,1945.2,14,3,0.0,5.0,13.0,7,2.0,1.0,1.0,0.0,16859.0,6.8,17086.0,213.0,64,-2593.0,-3690.0,21.3,1685.9,,,,,,,,,,,,,,,blue
1242,4518366913,1,18,2,8,3,6,1,1,0,0,17243,6.8,18171,231,52,2803,1638,23.1,1724.3,15,6,0.0,3.0,8.0,5,0.0,0.0,0.0,0.0,14440.0,6.6,16533.0,186.0,57,-2803.0,-1638.0,18.6,1444.0,,,,,,,,,,,,,,,blue
1245,4469829210,1,34,1,9,4,10,2,1,1,0,18303,7.2,19140,263,58,2642,366,26.3,1830.3,16,0,0.0,4.0,9.0,2,0.0,0.0,0.0,0.0,15661.0,7.0,18774.0,231.0,49,-2642.0,-366.0,23.1,1566.1,,,,,,,,,,,,,,,blue
1247,4521129958,1,13,3,6,3,5,0,0,0,0,16097,7.0,18426,226,51,1212,1738,22.6,1609.7,13,3,0.0,3.0,6.0,1,2.0,1.0,1.0,0.0,14885.0,6.6,16688.0,216.0,50,-1212.0,-1738.0,21.6,1488.5,,,,,,,,,,,,,,,blue
1249,4517512393,1,14,4,9,8,5,1,1,0,0,15852,6.8,17330,194,35,-1918,-1739,19.4,1585.2,16,3,0.0,8.0,9.0,10,1.0,0.0,1.0,0.0,17770.0,7.2,19069.0,213.0,66,1918.0,1739.0,21.3,1777.0,,,,,,,,,,,,,,,blue
1250,4522390017,1,17,4,4,3,4,0,0,0,0,15202,6.8,17438,215,53,145,-729,21.5,1520.2,49,2,0.0,3.0,4.0,2,1.0,0.0,1.0,0.0,15057.0,6.8,18167.0,247.0,60,-145.0,729.0,24.7,1505.7,,,,,,,,,,,,,,,blue
1251,4513729345,1,16,4,2,3,1,0,0,0,0,15572,7.2,19166,242,83,902,860,24.2,1557.2,17,0,0.0,3.0,2.0,4,1.0,1.0,0.0,0.0,14670.0,6.8,18306.0,231.0,47,-902.0,-860.0,23.1,1467.0,,,,,,,,,,,,,,,blue
1254,4514527472,1,13,5,13,3,11,1,0,1,0,19133,7.4,20110,223,40,4238,3475,22.3,1913.3,14,0,1.0,3.0,13.0,2,1.0,1.0,0.0,0.0,14895.0,6.6,16635.0,168.0,80,-4238.0,-3475.0,16.8,1489.5,,,,,,,,,,,,,,,blue
1257,4520645604,1,156,0,10,6,15,2,1,1,1,20183,7.6,20663,216,73,3663,2748,21.6,2018.3,14,1,0.0,6.0,10.0,6,0.0,0.0,0.0,0.0,16520.0,6.8,17915.0,192.0,47,-3663.0,-2748.0,19.2,1652.0,,,,,,,,,,,,,,,blue
1258,4511159553,1,18,2,9,5,9,1,0,1,0,18408,7.2,19614,225,56,2969,2575,22.5,1840.8,14,4,0.0,5.0,9.0,3,0.0,0.0,0.0,0.0,15439.0,6.6,17039.0,210.0,60,-2969.0,-2575.0,21.0,1543.9,,,,,,,,,,,,,,,blue
1260,4489481429,1,15,1,8,9,9,0,0,0,0,17119,7.0,18174,209,36,-1362,-863,20.9,1711.9,13,3,0.0,9.0,8.0,9,0.0,0.0,0.0,0.0,18481.0,7.4,19037.0,235.0,55,1362.0,863.0,23.5,1848.1,,,,,,,,,,,,,,,blue
1262,4503626292,1,15,1,14,4,14,0,0,0,0,19600,7.4,20132,218,56,5344,3506,21.8,1960.0,12,1,0.0,4.0,14.0,1,0.0,0.0,0.0,0.0,14256.0,6.8,16626.0,194.0,47,-5344.0,-3506.0,19.4,1425.6,,,,,,,,,,,,,,,blue
1264,4525060117,1,18,3,7,2,5,1,1,0,0,16860,6.8,18168,226,49,2984,1565,22.6,1686.0,22,3,0.0,2.0,7.0,1,0.0,0.0,0.0,0.0,13876.0,6.6,16603.0,216.0,40,-2984.0,-1565.0,21.6,1387.6,,,,,,,,,,,,,,,blue
1265,4524609422,1,16,3,3,4,2,2,1,1,0,14501,6.6,16819,201,46,-250,489,20.1,1450.1,15,4,0.0,4.0,3.0,6,0.0,0.0,0.0,0.0,14751.0,6.4,16330.0,212.0,39,250.0,-489.0,21.2,1475.1,,,,,,,,,,,,,,,blue
1267,4520833786,1,17,1,10,6,10,0,0,0,0,18559,7.0,18239,223,61,2606,964,22.3,1855.9,16,0,0.0,6.0,10.0,6,1.0,1.0,0.0,0.0,15953.0,6.8,17275.0,203.0,60,-2606.0,-964.0,20.3,1595.3,,,,,,,,,,,,,,,blue
